block,basefee,basefee_gwei,gas_used,num_txs,demand_size,avg_premium,avg_premium_gwei,utilization
0,160000000,0.16,300000000,6000,6000,5509090292.423135,5.509090292423135,2.0
1,168000000,0.168,300000000,6000,6000,5490859270.013588,5.490859270013588,2.0
2,176400000,0.1764,300000000,6000,6000,5497570960.528309,5.497570960528309,2.0
3,185220000,0.18522,300000000,6000,6000,5434401849.649651,5.4344018496496505,2.0
4,194481000,0.194481,300000000,6000,6000,5495204773.453087,5.495204773453087,2.0
5,204205050,0.20420505,50000000,1000,1000,5642619344.196894,5.642619344196894,0.3333333333333333
6,197398215,0.197398215,50000000,1000,1000,5495372967.089534,5.4953729670895335,0.3333333333333333
7,190818274,0.190818274,50000000,1000,1000,5623270709.372051,5.6232707093720515,0.3333333333333333
8,184457664,0.184457664,50000000,1000,1000,5622918091.6,5.622918091600001,0.3333333333333333
9,178309075,0.178309075,50000000,1000,1000,5497655403.379004,5.497655403379004,0.3333333333333333
10,172365439,0.172365439,300000000,6000,6000,5463528236.443691,5.4635282364436915,2.0
11,180983710,0.18098371,300000000,6000,6000,5467876291.469986,5.467876291469986,2.0
12,190032895,0.190032895,300000000,6000,6000,5560742384.95819,5.56074238495819,2.0
13,199534539,0.199534539,300000000,6000,6000,5521408234.281355,5.521408234281355,2.0
14,209511265,0.209511265,300000000,6000,6000,5478257323.508252,5.478257323508252,2.0
15,219986828,0.219986828,50000000,1000,1000,5423763994.690195,5.423763994690195,0.3333333333333333
16,212653933,0.212653933,50000000,1000,1000,5556544696.48589,5.55654469648589,0.3333333333333333
17,205565468,0.205565468,50000000,1000,1000,5490286564.019209,5.490286564019209,0.3333333333333333
18,198713285,0.198713285,50000000,1000,1000,5482334836.1877775,5.4823348361877775,0.3333333333333333
19,192089508,0.192089508,50000000,1000,1000,5475772468.566042,5.475772468566042,0.3333333333333333
20,185686524,0.185686524,300000000,6000,6000,5494401384.123035,5.4944013841230355,2.0
21,194970850,0.19497085,300000000,6000,6000,5477411558.499524,5.477411558499524,2.0
22,204719392,0.204719392,300000000,6000,6000,5475570095.609348,5.475570095609348,2.0
23,214955361,0.214955361,300000000,6000,6000,5500640260.004902,5.500640260004902,2.0
24,225703129,0.225703129,300000000,6000,6000,5474694104.247397,5.474694104247398,2.0
25,236988285,0.236988285,50000000,1000,1000,5455539245.481796,5.455539245481797,0.3333333333333333
26,229088675,0.229088675,50000000,1000,1000,5483278014.201472,5.483278014201472,0.3333333333333333
27,221452385,0.221452385,50000000,1000,1000,5505407637.648974,5.5054076376489745,0.3333333333333333
